Title: NACA0018
Thickness to Chord Ratio: 0.18
Zero Lift AOA (deg): 0
Reverse Camber Direction: 0
140 -0.98 0.925 0
145 -0.9 0.755 0
150 -0.77 0.575 0
155 -0.67 0.42 0
160 -0.635 0.32 0
165 -0.68 0.23 0
170 -0.85 0.14 0
175 -0.66 0.055 0
180 0 0.025 0

Reynolds Number: 5.00e6 
BV Dyn. Stall Model - Positive Stall AOA (deg): 16
BV Dyn. Stall Model - Negative Stall AOA (deg): -16
LB Dyn. Stall Model - Lift Coeff. Slope at Zero Lift AOA (per radian): 6.302
LB Dyn. Stall Model - Positive Critical Lift Coeff.: 1.3067
LB Dyn. Stall Model - Negative Critical Lift Coeff.: -1.3067
AOA (deg) CL CD Cm25
-180 0 0.025 0
-175 0.66 0.055 0
-170 0.85 0.14 0
-165 0.68 0.23 0
-160 0.635 0.32 0
-155 0.67 0.42 0
-150 0.77 0.575 0
-145 0.9 0.755 0
-140 0.98 0.925 0
-135 0.93 1.085 0
-130 0.85 1.225 0
-125 0.76 1.35 0
-120 0.67 1.465 0
-115 0.575 1.555 0
-110 0.45 1.635 0
-105 0.32 1.7 0
-100 0.185 1.75 0
-95 0.05 1.78 0
-90 -0.09 1.8 0
-85 -0.23 1.8 0
-80 -0.365 1.78 0
-75 -0.5 1.735 0
-70 -0.63 1.665 0
-65 -0.76 1.575 0
-60 -0.875 1.47 0
-55 -0.955 1.345 0
-50 -1.02 1.215 0
-45 -1.05 1.075 0
-40 -1.035 0.92 0
-35 -0.98 0.745 0
-30 -0.855 0.57 0
-25 -1.2925 0.405 0
-22 -1.2714 0.329 0
-20 -1.2768 0.282 0
-19 -1.2853 0.14 0
-18 -1.296 0.0244 0
-17 -1.3038 0.0223 0
-16 -1.3067 0.0203 0
-15 -1.3004 0.0185 0
-14 -1.2808 0.0168 0
-13 -1.243 0.0153 0
-12 -1.1884 0.014 0
-11 -1.1211 0.0128 0
-10 -1.0404 0.0117 0
-9 -0.9525 0.0108 0
-8 -0.8538 0.01 0
-7 -0.77 0.0093 0
-6 -0.66 0.0087 0
-5 -0.55 0.0083 0
-4 -0.44 0.0079 0
-3 -0.33 0.0077 0
-2 -0.22 0.0075 0
-1 -0.11 0.0073 0
0 0 0.0073 0
1 0.11 0.0073 0
2 0.22 0.0075 0
3 0.33 0.0077 0
4 0.44 0.0079 0
5 0.55 0.0083 0
6 0.66 0.0087 0
7 0.77 0.0093 0
8 0.8538 0.01 0
9 0.9525 0.0108 0
10 1.0404 0.0117 0
11 1.1211 0.0128 0
12 1.1884 0.014 0
13 1.243 0.0153 0
14 1.2808 0.0168 0
15 1.3004 0.0185 0
16 1.3067 0.0203 0
17 1.3038 0.0223 0
18 1.296 0.0244 0
19 1.2853 0.14 0
20 1.2768 0.282 0
22 1.2714 0.329 0
25 1.2925 0.405 0
30 0.855 0.57 0
35 0.98 0.745 0
40 1.035 0.92 0
45 1.05 1.075 0
50 1.02 1.215 0
55 0.955 1.345 0
60 0.875 1.47 0
65 0.76 1.575 0
70 0.63 1.665 0
75 0.5 1.735 0
80 0.365 1.78 0
85 0.23 1.8 0
90 0.09 1.8 0
95 -0.05 1.78 0
100 -0.185 1.75 0
105 -0.32 1.7 0
110 -0.45 1.635 0
115 -0.575 1.555 0
120 -0.67 1.465 0
125 -0.76 1.35 0
130 -0.85 1.225 0
135 -0.93 1.085 0
140 -0.98 0.925 0
145 -0.9 0.755 0
150 -0.77 0.575 0
155 -0.67 0.42 0
160 -0.635 0.32 0
165 -0.68 0.23 0
170 -0.85 0.14 0
175 -0.66 0.055 0
180 0 0.025 0
